gridmet_id,UniqueId,Name,StartedDateOnly,Latitude,Longitude,AcresBurned,gridmet_rows_available,n_days_7d,pr_mm_7d_mean,pr_mm_7d_min,pr_mm_7d_max,pr_mm_7d_sum,tmmn_K_7d_mean,tmmn_K_7d_min,tmmn_K_7d_max,tmmn_K_7d_sum,tmmx_K_7d_mean,tmmx_K_7d_min,tmmx_K_7d_max,tmmx_K_7d_sum,rmin_pct_7d_mean,rmin_pct_7d_min,rmin_pct_7d_max,rmin_pct_7d_sum,rmax_pct_7d_mean,rmax_pct_7d_min,rmax_pct_7d_max,rmax_pct_7d_sum,vs_m_s_7d_mean,vs_m_s_7d_min,vs_m_s_7d_max,vs_m_s_7d_sum,srad_W_m2_7d_mean,srad_W_m2_7d_min,srad_W_m2_7d_max,srad_W_m2_7d_sum,bi_7d_mean,bi_7d_min,bi_7d_max,bi_7d_sum,erc_7d_mean,erc_7d_min,erc_7d_max,erc_7d_sum,fm100_pct_7d_mean,fm100_pct_7d_min,fm100_pct_7d_max,fm100_pct_7d_sum,fm1000_pct_7d_mean,fm1000_pct_7d_min,fm1000_pct_7d_max,fm1000_pct_7d_sum,vpd_kPa_7d_mean,vpd_kPa_7d_min,vpd_kPa_7d_max,vpd_kPa_7d_sum,pet_mm_7d_mean,pet_mm_7d_min,pet_mm_7d_max,pet_mm_7d_sum,n_days_14d,pr_mm_14d_mean,pr_mm_14d_min,pr_mm_14d_max,pr_mm_14d_sum,tmmn_K_14d_mean,tmmn_K_14d_min,tmmn_K_14d_max,tmmn_K_14d_sum,tmmx_K_14d_mean,tmmx_K_14d_min,tmmx_K_14d_max,tmmx_K_14d_sum,rmin_pct_14d_mean,rmin_pct_14d_min,rmin_pct_14d_max,rmin_pct_14d_sum,rmax_pct_14d_mean,rmax_pct_14d_min,rmax_pct_14d_max,rmax_pct_14d_sum,vs_m_s_14d_mean,vs_m_s_14d_min,vs_m_s_14d_max,vs_m_s_14d_sum,srad_W_m2_14d_mean,srad_W_m2_14d_min,srad_W_m2_14d_max,srad_W_m2_14d_sum,bi_14d_mean,bi_14d_min,bi_14d_max,bi_14d_sum,erc_14d_mean,erc_14d_min,erc_14d_max,erc_14d_sum,fm100_pct_14d_mean,fm100_pct_14d_min,fm100_pct_14d_max,fm100_pct_14d_sum,fm1000_pct_14d_mean,fm1000_pct_14d_min,fm1000_pct_14d_max,fm1000_pct_14d_sum,vpd_kPa_14d_mean,vpd_kPa_14d_min,vpd_kPa_14d_max,vpd_kPa_14d_sum,pet_mm_14d_mean,pet_mm_14d_min,pet_mm_14d_max,pet_mm_14d_sum,n_days_30d,pr_mm_30d_mean,pr_mm_30d_min,pr_mm_30d_max,pr_mm_30d_sum,tmmn_K_30d_mean,tmmn_K_30d_min,tmmn_K_30d_max,tmmn_K_30d_sum,tmmx_K_30d_mean,tmmx_K_30d_min,tmmx_K_30d_max,tmmx_K_30d_sum,rmin_pct_30d_mean,rmin_pct_30d_min,rmin_pct_30d_max,rmin_pct_30d_sum,rmax_pct_30d_mean,rmax_pct_30d_min,rmax_pct_30d_max,rmax_pct_30d_sum,vs_m_s_30d_mean,vs_m_s_30d_min,vs_m_s_30d_max,vs_m_s_30d_sum,srad_W_m2_30d_mean,srad_W_m2_30d_min,srad_W_m2_30d_max,srad_W_m2_30d_sum,bi_30d_mean,bi_30d_min,bi_30d_max,bi_30d_sum,erc_30d_mean,erc_30d_min,erc_30d_max,erc_30d_sum,fm100_pct_30d_mean,fm100_pct_30d_min,fm100_pct_30d_max,fm100_pct_30d_sum,fm1000_pct_30d_mean,fm1000_pct_30d_min,fm1000_pct_30d_max,fm1000_pct_30d_sum,vpd_kPa_30d_mean,vpd_kPa_30d_min,vpd_kPa_30d_max,vpd_kPa_30d_sum,pet_mm_30d_mean,pet_mm_30d_min,pet_mm_30d_max,pet_mm_30d_sum,fire_start_date,log_acres,year,month,nwcg_size_class,severity_tier,size_tier,elevation,slope_degrees,aspect_degrees,northness,eastness
fire_00339,27759042-9df3-4d57-951e-f5727bcf013f,Hudson Fire,2017-07-18,34.94373,-119.44751,1083.0,30,7,0.0,0.0,0.0,0.0,292.75714285714287,291.4,295.3,2049.3,306.9142857142857,306.3,308.7,2148.4,13.285714285714286,11.1,18.8,93.0,36.142857142857146,31.1,50.2,253.0,3.1000000000000005,2.6,3.6,21.700000000000003,336.8428571428572,301.5,346.0,2357.9,70.0,62.0,77.0,490.0,91.14285714285714,88.0,94.0,638.0,4.842857142857143,4.4,5.5,33.9,5.728571428571429,5.5,5.9,40.1,2.97,2.61,3.36,20.79,7.899999999999999,7.3,8.7,55.3,14,0.0,0.0,0.0,0.0,293.2,291.4,295.7,4104.8,307.29285714285714,305.6,309.4,4302.1,13.814285714285711,7.9,21.9,193.4,36.75714285714286,26.2,50.2,514.6,3.15,2.6,4.0,44.1,338.12857142857143,301.5,353.6,4733.8,69.92857142857143,62.0,77.0,979.0,90.64285714285714,88.0,94.0,1269.0,4.735714285714286,4.2,5.5,66.3,5.9,5.5,6.3,82.6,3.015714285714286,2.47,3.43,42.220000000000006,8.014285714285716,7.3,9.0,112.20000000000002,30,0.0,0.0,0.0,0.0,292.2699999999999,287.6,295.7,8768.099999999999,307.3566666666667,303.4,311.8,9220.7,13.993333333333334,7.9,21.9,419.8,40.66999999999999,26.2,56.8,1220.0999999999997,3.023333333333333,1.7,5.4,90.7,346.34333333333336,301.5,361.8,10390.3,66.53333333333333,49.0,89.0,1996.0,87.0,77.0,94.0,2610.0,5.056666666666667,4.2,6.5,151.7,6.616666666666666,5.5,8.1,198.5,2.947,2.32,3.43,88.41,7.939999999999999,6.8,10.0,238.2,2017-07-18,6.988413181999592,2017,7,F,Large,Large,952.8282,8.0,322.0,0.788010753606722,-0.6156614753256582
fire_00340,3c61a039-cf71-40da-89e9-bcc5a62e2c1a,Laverne Fire,2017-07-18,40.47106,-122.43608,180.0,30,7,0.0,0.0,0.0,0.0,294.0142857142858,293.0,295.4,2058.1000000000004,311.2857142857143,309.7,313.6,2179.0,20.6,15.5,24.2,144.2,56.957142857142856,45.3,65.7,398.7,2.271428571428572,1.8,3.4,15.9,358.8285714285715,356.2,360.3,2511.8,48.0,44.0,58.0,336.0,77.14285714285714,76.0,80.0,540.0,6.528571428571428,6.0,6.9,45.7,7.399999999999999,7.2,7.5,51.8,3.1699999999999995,2.74,3.81,22.19,7.842857142857143,7.3,9.4,54.900000000000006,14,0.0,0.0,0.0,0.0,293.4428571428571,290.4,295.4,4108.2,311.65,309.3,314.5,4363.099999999999,20.45,14.9,27.6,286.29999999999995,59.721428571428575,45.3,78.6,836.1,2.2857142857142856,1.5,4.1,32.0,361.11428571428576,356.2,364.8,5055.6,47.5,41.0,58.0,665.0,75.71428571428571,71.0,80.0,1060.0,6.8500000000000005,6.0,8.0,95.9,7.614285714285715,7.2,8.0,106.60000000000004,3.1871428571428573,2.38,3.96,44.620000000000005,7.828571428571429,7.2,9.4,109.6,30,0.0,0.0,0.0,0.0,294.34666666666664,289.0,302.9,8830.4,311.9533333333333,305.7,317.4,9358.6,20.61666666666667,14.1,32.0,618.5000000000001,57.59,30.5,78.6,1727.7,2.613333333333333,1.1,5.4,78.39999999999999,362.81,349.2,373.7,10884.3,49.16666666666666,38.0,68.0,1475.0,74.3,68.0,80.0,2229.0,6.500000000000001,5.2,8.0,195.00000000000003,8.143333333333334,7.2,9.8,244.3,3.324333333333333,1.83,4.95,99.73,8.316666666666666,6.4,12.2,249.5,2017-07-18,5.198497031265826,2017,7,D,Medium,Medium,237.374,1.0,91.0,-0.0174524064372834,0.9998476951563912
fire_00341,244961af-65d5-472b-972f-e02df96e9ccb,Ellis Fire,2017-07-18,33.75526,-117.25075,72.0,30,7,0.0,0.0,0.0,0.0,291.75714285714287,291.0,292.7,2042.3,309.2714285714286,307.9,311.5,2164.9,25.11428571428571,16.3,31.5,175.79999999999998,85.42857142857143,67.7,94.7,598.0,2.857142857142857,2.6,3.1,20.0,330.2714285714286,316.2,335.2,2311.9,47.0,45.0,49.0,329.0,61.0,58.0,64.0,427.0,10.257142857142856,9.2,11.2,71.8,10.285714285714286,10.1,10.4,72.0,2.31,1.87,3.08,16.169999999999998,7.314285714285715,7.0,7.9,51.2,14,0.0,0.0,0.0,0.0,292.52142857142854,290.8,295.7,4095.3,310.9642857142857,307.9,315.4,4353.5,21.678571428571427,11.6,31.5,303.5,79.57142857142858,60.6,94.7,1114.0000000000002,2.7357142857142853,1.9,3.2,38.3,327.95714285714286,301.5,345.4,4591.4,47.5,42.0,51.0,665.0,62.71428571428572,58.0,67.0,878.0,9.535714285714286,7.9,11.2,133.5,10.292857142857144,10.0,10.8,144.10000000000002,2.7278571428571428,1.87,3.88,38.19,7.557142857142858,6.8,8.3,105.8,30,0.0,0.0,0.0,0.0,290.84666666666664,286.4,295.7,8725.4,310.2633333333333,304.8,315.4,9307.9,20.23,6.9,31.5,606.9,81.59999999999998,51.7,100.0,2447.9999999999995,2.8,1.9,3.8,84.0,336.8500000000001,301.5,350.8,10105.500000000002,47.333333333333336,42.0,59.0,1420.0,61.5,56.0,67.0,1845.0,9.726666666666665,7.8,12.4,291.7999999999999,10.579999999999997,10.0,11.2,317.3999999999999,2.6313333333333344,1.58,3.88,78.94000000000003,7.62,6.7,9.3,228.6,2017-07-18,4.290459441148391,2017,7,C,Small,Small,473.5728,1.0,143.0,-0.7986355100472929,0.6018150231520482
fire_00342,7a317400-8838-4fd4-8c2f-b8c12add5d6a,Hogback Fire,2017-07-18,36.64404,-118.99944,58.0,30,7,0.0,0.0,0.0,0.0,294.0571428571429,293.4,295.2,2058.4,308.6857142857143,307.7,310.1,2160.8,17.614285714285714,14.3,22.8,123.3,44.371428571428574,38.9,55.7,310.6,2.5142857142857147,1.4,3.7,17.6,316.40000000000003,210.9,336.7,2214.8,57.85714285714285,47.0,70.0,405.0,83.85714285714286,82.0,87.0,587.0,5.5857142857142845,5.1,6.0,39.1,6.57142857142857,6.3,6.8,45.99999999999999,3.0042857142857144,2.61,3.39,21.03,7.357142857142857,6.4,8.8,51.5,14,0.0,0.0,0.0,0.0,294.5285714285714,293.4,296.4,4123.4,309.2214285714286,307.7,311.5,4329.1,17.321428571428573,13.2,22.8,242.5,43.84285714285714,36.3,55.7,613.8,2.6357142857142857,1.4,4.3,36.9,322.6285714285714,210.9,345.0,4516.799999999999,58.57142857142857,47.0,72.0,820.0,83.35714285714286,82.0,87.0,1167.0,5.478571428571428,5.1,6.0,76.69999999999999,6.785714285714286,6.3,7.3,95.0,3.1078571428571427,2.61,3.61,43.51,7.585714285714286,6.4,9.2,106.2,30,0.0,0.0,0.0,0.0,294.16333333333336,290.2,296.8,8824.900000000001,308.67,303.9,311.5,9260.1,18.813333333333336,13.2,25.2,564.4000000000001,45.09666666666668,36.3,55.7,1352.9000000000003,2.5866666666666664,1.4,4.3,77.6,329.6033333333333,210.9,348.4,9888.1,55.66666666666666,47.0,72.0,1670.0,79.36666666666666,70.0,87.0,2381.0,5.753333333333334,5.1,6.9,172.60000000000002,7.599999999999999,6.3,9.4,228.0,2.9666666666666663,2.34,3.61,88.99999999999999,7.526666666666668,6.4,9.2,225.80000000000004,2017-07-18,4.07753744390572,2017,7,C,Small,Small,943.92395,7.0,137.0,-0.7313537016191705,0.6819983600624985
fire_00343,eff9d678-293f-43aa-96af-c5cf3203b31f,Roadrunner Fire,2017-07-30,36.0226,-118.94252,2289.0,30,7,0.0,0.0,0.0,0.0,293.75714285714287,293.0,294.7,2056.3,312.07142857142856,310.6,313.4,2184.5,18.357142857142858,13.1,24.1,128.5,56.64285714285713,46.2,69.6,396.5,2.414285714285714,2.0,2.8,16.9,323.07142857142856,273.8,340.0,2261.5,58.142857142857146,54.0,63.0,407.0,83.42857142857143,81.0,86.0,584.0,6.442857142857143,5.8,6.9,45.1,6.642857142857143,6.6,6.7,46.5,3.2971428571428567,2.72,3.76,23.08,7.6,6.6,8.4,53.2,14,0.0,0.0,0.0,0.0,293.00714285714287,290.4,296.0,4102.1,311.45714285714286,309.0,313.5,4360.4,16.678571428571427,13.1,24.1,233.5,53.057142857142864,45.6,69.6,742.8000000000001,2.8642857142857143,2.0,3.8,40.1,325.1571428571429,214.3,350.4,4552.200000000001,62.71428571428572,54.0,72.0,878.0,83.78571428571429,81.0,86.0,1173.0,6.142857142857144,5.6,6.9,86.00000000000001,6.742857142857143,6.6,7.0,94.4,3.277142857142857,2.72,3.76,45.88,8.028571428571428,6.6,9.6,112.4,30,0.0,0.0,0.0,0.0,293.33,290.4,298.0,8799.9,311.66,309.0,315.1,9349.8,17.423333333333336,13.1,24.1,522.7,54.53333333333333,45.6,70.1,1636.0,2.933333333333334,2.0,4.4,88.00000000000001,334.8866666666666,214.3,359.0,10046.6,61.9,54.0,73.0,1857.0,81.9,78.0,86.0,2457.0,6.256666666666667,5.6,6.9,187.7,7.133333333333331,6.6,7.9,214.0,3.2773333333333325,2.72,4.17,98.31999999999998,8.233333333333334,6.6,9.8,247.00000000000003,2017-07-30,7.736307096548285,2017,7,F,Large,Large,244.8634,1.0,92.0,-0.0348994967025009,0.9993908270190958
fire_00344,1f8c73d1-2cb8-4e98-bd44-d6dccd601c7e,Twist Fire,2017-07-30,37.90014,-120.36005,124.0,30,7,0.0,0.0,0.0,0.0,291.65714285714284,289.9,293.0,2041.6,309.74285714285713,307.4,312.0,2168.2,18.628571428571423,14.7,24.2,130.39999999999998,63.40000000000001,52.5,76.4,443.80000000000007,3.0571428571428574,2.2,4.0,21.4,344.0428571428571,335.4,347.1,2408.3,58.0,49.0,67.0,406.0,74.0,71.0,76.0,518.0,7.457142857142856,6.8,8.3,52.2,8.4,8.2,8.5,58.8,2.834285714285714,2.2,3.36,19.84,8.0,6.8,9.2,56.0,14,0.0,0.0,0.0,0.0,290.75,287.7,293.2,4070.5,309.6928571428571,307.3,312.9,4335.7,16.892857142857142,12.5,24.2,236.5,61.87857142857143,52.5,76.4,866.3000000000001,3.592857142857144,2.2,5.1,50.30000000000001,350.9642857142857,335.4,362.2,4913.5,62.35714285714285,49.0,73.0,873.0,74.14285714285714,71.0,76.0,1038.0,7.042857142857143,6.2,8.3,98.6,8.621428571428572,8.2,9.2,120.70000000000002,2.8728571428571428,2.2,3.58,40.22,8.535714285714286,6.8,10.5,119.5,30,0.0,0.0,0.0,0.0,291.1033333333333,287.7,294.5,8733.099999999999,309.78,305.9,313.3,9293.4,18.430000000000003,12.5,28.1,552.9000000000001,64.77333333333334,52.0,87.8,1943.2000000000005,3.6033333333333335,2.1,6.3,108.1,353.83000000000004,298.6,369.9,10614.9,58.23333333333333,41.0,74.0,1747.0,68.76666666666667,56.0,76.0,2063.0,7.606666666666668,6.2,10.4,228.20000000000005,9.686666666666667,8.2,11.7,290.6,2.821,1.95,3.59,84.63000000000001,8.57,6.8,11.6,257.1,2017-07-30,4.8283137373023015,2017,7,D,Medium,Medium,526.1236,2.0,352.0,0.9902680687415704,-0.1391731009600658
fire_00345,ce6fb2ba-9799-4b36-a64f-8bf02392d6ee,Gorman Fire,2017-07-28,34.792882,-118.851943,135.0,30,7,0.0,0.0,0.0,0.0,288.8285714285715,287.7,289.5,2021.8,306.57142857142856,304.5,309.3,2146.0,13.671428571428567,8.1,18.9,95.7,47.51428571428572,38.2,59.7,332.6,3.242857142857144,2.6,4.1,22.700000000000003,335.0714285714285,306.5,350.1,2345.4999999999995,71.71428571428571,64.0,79.0,502.0,92.42857142857144,89.0,95.0,647.0,4.957142857142857,4.4,5.7,34.7,5.357142857142857,5.3,5.4,37.5,2.637142857142857,2.26,3.24,18.46,7.7,7.4,8.3,53.9,14,0.0,0.0,0.0,0.0,289.4428571428572,287.7,291.8,4052.2,306.9928571428572,304.5,309.3,4297.900000000001,11.857142857142858,8.1,18.9,166.0,42.6,32.8,59.7,596.4,3.171428571428572,2.5,4.1,44.4,337.13571428571424,306.5,354.3,4719.9,71.71428571428571,64.0,80.0,1004.0,92.5,89.0,95.0,1295.0,4.821428571428572,4.4,5.7,67.50000000000001,5.485714285714287,5.3,5.8,76.80000000000001,2.802857142857143,2.26,3.24,39.24,7.8,7.4,8.3,109.2,30,0.0,0.0,0.0,0.0,289.4333333333333,285.8,294.1,8682.999999999998,307.0066666666666,302.9,312.9,9210.2,12.216666666666663,6.1,20.5,366.5,43.943333333333335,29.9,62.2,1318.3,3.1966666666666663,2.2,4.2,95.9,344.86,306.5,362.9,10345.8,70.66666666666667,63.0,80.0,2120.0,90.63333333333334,86.0,95.0,2719.0,4.919999999999999,4.4,5.9,147.59999999999997,5.880000000000002,5.3,6.8,176.40000000000006,2.795666666666667,2.05,3.87,83.87,7.866666666666668,7.4,8.4,236.00000000000003,2017-07-28,4.912654885736052,2017,7,D,Medium,Medium,1219.0887,11.0,193.0,-0.9743700647852352,-0.2249510543438649
fire_00346,ee20b421-06cd-40d2-a22c-0f9e8ddeee71,Placentia Fire,2017-07-28,33.81976,-117.18552,63.0,30,7,0.0428571428571428,0.0,0.3,0.3,291.4142857142857,289.6,292.1,2039.9,307.77142857142854,302.9,309.6,2154.4,26.22857142857143,19.3,35.1,183.6,83.75714285714285,76.8,97.1,586.3,2.642857142857143,1.9,3.2,18.5,296.15714285714284,158.8,330.2,2073.1,46.142857142857146,39.0,48.0,323.0,62.0,60.0,64.0,434.0,10.171428571428567,9.6,11.0,71.19999999999999,9.885714285714286,9.8,10.0,69.2,2.1228571428571428,1.53,2.56,14.86,6.528571428571428,4.2,7.3,45.7,14,0.0214285714285714,0.0,0.3,0.3,291.74999999999994,289.6,293.4,4084.5,308.42857142857144,302.9,311.3,4318.0,25.72857142857143,16.7,35.1,360.20000000000005,84.02142857142857,66.4,97.1,1176.3,2.635714285714285,1.9,3.2,36.89999999999999,299.97857142857146,158.8,331.2,4199.700000000001,46.57142857142857,39.0,51.0,652.0,62.85714285714285,60.0,67.0,880.0,9.878571428571428,8.6,11.0,138.29999999999998,9.828571428571433,9.6,10.0,137.60000000000002,2.207142857142857,1.53,3.06,30.9,6.678571428571428,4.2,7.8,93.5,30,0.01,0.0,0.3,0.3,291.3833333333334,286.9,295.8,8741.500000000002,308.9266666666666,302.9,315.3,9267.8,24.09333333333333,11.8,35.1,722.8,83.95333333333333,60.4,99.8,2518.6,2.7033333333333336,1.9,3.2,81.10000000000001,316.4666666666665,158.8,346.6,9493.999999999996,47.36666666666667,39.0,53.0,1421.0,63.06666666666667,58.0,69.0,1892.0,9.67,7.6,11.6,290.1,9.973333333333333,9.6,10.5,299.19999999999993,2.325333333333333,1.53,3.82,69.75999999999999,7.006666666666666,4.2,8.3,210.2,2017-07-28,4.158883083359672,2017,7,C,Small,Small,489.14468,3.0,267.0,-0.0523359562429443,-0.9986295347545738
fire_00347,1eef0c21-122b-4522-80d1-edf08c82c777,Willms Fire,2017-07-18,37.81827,-120.65764,19.0,30,7,0.0,0.0,0.0,0.0,292.88571428571424,291.5,294.7,2050.2,310.37142857142857,309.1,312.5,2172.6,18.357142857142858,12.0,21.3,128.5,65.32857142857142,54.5,73.3,457.3,2.814285714285714,1.6,4.3,19.7,355.3428571428572,353.3,357.6,2487.4000000000005,53.285714285714285,42.0,67.0,373.0,69.85714285714286,68.0,74.0,489.0,7.257142857142857,6.5,7.7,50.8,9.571428571428571,9.1,9.9,67.0,2.9642857142857144,2.57,3.55,20.75,8.142857142857142,6.8,10.0,57.0,14,0.0,0.0,0.0,0.0,293.3857142857143,291.5,296.5,4107.400000000001,310.9714285714286,309.1,313.3,4353.6,18.092857142857145,12.0,21.7,253.30000000000004,64.93571428571428,54.5,75.8,909.1,3.114285714285714,1.2,5.9,43.6,353.11428571428576,308.6,361.8,4943.6,53.21428571428572,34.0,70.0,745.0,66.78571428571429,57.0,74.0,935.0,7.807142857142857,6.5,10.6,109.3,10.135714285714286,9.1,11.3,141.9,3.075714285714285,2.57,3.64,43.06,8.485714285714284,6.6,11.5,118.79999999999998,30,0.0,0.0,0.0,0.0,292.43999999999994,287.2,297.0,8773.199999999999,310.38666666666666,305.1,314.4,9311.6,21.693333333333328,12.0,30.0,650.7999999999998,74.06,54.5,96.2,2221.8,3.1766666666666663,1.2,5.9,95.29999999999998,356.5733333333333,308.6,366.2,10697.2,49.36666666666667,34.0,70.0,1481.0,61.2,54.0,74.0,1836.0,8.98333333333333,6.5,11.4,269.49999999999994,10.96,9.1,12.5,328.8,2.778666666666667,1.65,3.64,83.36000000000001,8.296666666666667,6.6,11.5,248.9,2017-07-18,2.995732273553991,2017,7,C,Small,Small,78.30841,2.0,256.0,-0.2419218955996677,-0.9702957262759964
fire_00348,510c877d-b80b-423f-b7e0-4276ce646f4a,Humboldt Fire,2017-07-19,39.76243,-121.74121,103.0,30,7,0.0,0.0,0.0,0.0,294.92857142857144,292.4,297.6,2064.5,310.54285714285714,307.4,313.9,2173.8,22.57142857142857,17.1,28.6,157.99999999999997,51.42857142857142,38.2,70.1,359.99999999999994,2.771428571428572,1.5,4.3,19.4,362.5142857142857,360.3,365.6,2537.6,47.285714285714285,39.0,59.0,331.0,72.42857142857143,70.0,75.0,507.0,6.7,6.0,7.2,46.9,8.257142857142858,7.9,8.5,57.8,3.062857142857144,2.38,3.97,21.440000000000005,8.185714285714285,7.3,9.2,57.3,14,0.0,0.0,0.0,0.0,295.1214285714286,292.4,297.6,4131.700000000001,311.0642857142857,307.4,315.1,4354.9,22.62857142857143,17.1,28.7,316.8,52.22857142857144,38.2,70.1,731.2,2.5285714285714285,1.5,4.3,35.4,362.9142857142857,350.9,366.8,5080.8,44.85714285714285,38.0,59.0,628.0,70.92857142857143,65.0,75.0,993.0,6.850000000000001,6.0,8.3,95.90000000000002,8.6,7.9,9.4,120.4,3.1342857142857143,2.38,4.04,43.88,8.028571428571428,7.3,9.2,112.4,30,0.0,0.0,0.0,0.0,294.39,289.1,299.6,8831.699999999999,310.43,304.5,315.3,9312.9,25.670000000000005,17.1,38.2,770.1000000000001,58.85,38.2,88.9,1765.5,2.6366666666666663,1.5,5.7,79.1,359.31333333333333,287.9,367.9,10779.4,43.56666666666667,34.0,64.0,1307.0,66.96666666666667,60.0,75.0,2009.0,7.343333333333334,6.0,9.1,220.3,9.353333333333332,7.9,11.1,280.6,2.8726666666666665,1.48,4.19,86.17999999999999,7.95,6.6,12.1,238.5,2017-07-19,4.6443908991413725,2017,7,D,Medium,Medium,299.40213,5.0,168.0,-0.9781476007338056,0.2079116908177593
fire_00349,a95302d3-8574-4900-9d2a-daa33c55b70e,Minerva Fire,2017-07-29,39.9034,-120.9761,4310.0,30,7,0.0,0.0,0.0,0.0,288.8571428571429,287.2,290.3,2022.0,301.74285714285713,299.3,304.0,2112.2,23.58571428571429,16.1,28.7,165.10000000000002,45.74285714285714,34.2,52.7,320.2,2.814285714285714,2.1,3.5,19.7,336.4714285714286,327.2,349.1,2355.3,59.0,52.0,69.0,413.0,81.57142857142857,79.0,85.0,571.0,6.314285714285714,5.4,6.9,44.2,6.728571428571428,6.7,6.8,47.1,1.92,1.53,2.41,13.44,6.642857142857143,6.2,7.7,46.5,14,0.0,0.0,0.0,0.0,287.97857142857146,285.6,290.3,4031.7,301.04285714285714,297.6,304.0,4214.6,21.642857142857142,16.1,28.7,303.0,42.69285714285714,34.2,52.7,597.7,3.1,2.1,4.8,43.4,346.1714285714285,327.2,361.1,4846.4,61.85714285714285,52.0,76.0,866.0,81.85714285714286,79.0,85.0,1146.0,6.057142857142858,5.4,6.9,84.80000000000001,6.857142857142857,6.7,7.2,96.0,1.896428571428572,1.53,2.41,26.55,6.814285714285715,6.2,7.7,95.4,30,0.0,0.0,0.0,0.0,288.1166666666668,285.6,290.6,8643.500000000002,301.0766666666667,297.6,304.0,9032.3,22.633333333333333,16.1,29.6,679.0,44.28,34.2,55.8,1328.4,3.05,2.0,4.8,91.5,351.4166666666667,327.2,362.0,10542.5,59.73333333333333,51.0,76.0,1792.0,79.1,72.0,85.0,2373.0,6.243333333333334,5.4,7.1,187.3,7.413333333333332,6.7,8.5,222.4,1.868333333333333,1.5,2.41,56.04999999999999,6.863333333333333,6.2,7.7,205.9,2017-07-29,8.368925174747135,2017,7,F,Large,Large,1657.5176,11.0,255.0,-0.2588190451025206,-0.9659258262890684
fire_00350,51e42770-97b4-4204-af57-8ab56992eb71,Jacksonville Fire,2017-07-29,37.905545,-120.408135,675.0,30,7,0.0,0.0,0.0,0.0,291.9142857142857,290.0,293.9,2043.4,309.95714285714286,307.5,312.2,2169.7,18.5,14.9,23.9,129.5,62.91428571428572,53.8,75.6,440.4,2.9285714285714284,2.1,3.9,20.5,345.5142857142858,336.5,353.4,2418.6000000000004,57.57142857142857,49.0,67.0,403.0,75.28571428571429,73.0,77.0,527.0,7.2,6.5,7.9,50.4,8.17142857142857,8.0,8.3,57.2,2.8842857142857143,2.23,3.47,20.19,7.957142857142857,6.7,9.2,55.7,14,0.0,0.0,0.0,0.0,291.4071428571429,287.9,294.4,4079.7,309.9214285714285,307.4,313.1,4338.9,16.685714285714287,12.2,23.9,233.6,59.99285714285714,50.1,75.6,839.9,3.528571428571429,2.1,5.0,49.400000000000006,352.15714285714284,336.5,362.3,4930.2,62.642857142857146,49.0,74.0,877.0,75.42857142857143,73.0,77.0,1056.0,6.785714285714286,6.0,7.9,95.0,8.435714285714285,8.0,9.2,118.1,2.955,2.23,3.72,41.37,8.585714285714287,6.7,10.5,120.20000000000002,30,0.0,0.0,0.0,0.0,291.64666666666665,287.9,296.0,8749.4,309.92333333333335,305.9,313.5,9297.7,18.246666666666663,12.2,27.5,547.4,62.89999999999999,49.7,84.7,1887.0,3.483333333333333,1.8,6.2,104.5,354.74,300.5,370.0,10642.2,57.9,40.0,75.0,1737.0,69.7,57.0,77.0,2091.0,7.453333333333333,6.0,10.0,223.6,9.53,8.0,11.6,285.9,2.887,1.94,3.72,86.61,8.556666666666667,6.7,11.8,256.7,2017-07-29,6.516193076042964,2017,7,E,Medium,Medium,402.98428,4.0,294.0,0.4067366430757997,-0.9135454576426012
